Anhui,298.0247999999998,400.5831594999992
Beijing,54.71439999999999,85.84213250000002
Fujian,129.5127,177.06237120000003
Gansu,4432.213599999997,7865.598493900001
Guangdong,464.23699999999974,655.4100335999995
Guangxi,542.6831999999998,725.2223492
Guizhou,284.05410000000023,388.0444618
Hainan,88.28869999999999,130.757297
Hebei,770.4535000000001,1279.6520294000002
Heilongjiang,546.4897999999993,826.6658701000011
Henan,385.5562000000002,534.7612002000002
Hubei,334.56729999999953,448.9294869999998
Hunan,490.7164000000002,618.0558140999993
Jiangsu,348.66639999999995,474.3532214999999
Jiangxi,328.06110000000024,414.80855980000007
Jilin,427.19710000000003,690.6401763999993
Liaoning,287.85429999999997,459.7994798999999
Ningxia,750.6862,1289.8002253000004
Qinghai,7706.081999999987,15055.995126499993
Shaanxi,1074.5346,1768.5139828000001
Shandong,442.23399999999987,654.9273403999999
Shanghai,45.0431,61.3606345
Shanxi,793.2491999999999,1337.9279861000002
Tianjin,61.028499999999994,90.9919802
Xinjiang,18779.387499999924,29895.89000780006
Xizang,9609.56119999999,19499.715390400004
Yunnan,427.971799999999,698.8579819
Zhejiang,162.71600000000004,214.2088184
Chongqing,84.00130000000003,103.61948880000006
Sichuan,1089.5517000000007,1936.8552809999999
EastInnerMongolia,5418.866600000009,9275.634980700013
WestInnerMongolia,8155.189500000001,14639.20225180001
